;Catchment 1;;;Catchment 2;;;Catchment 3;;
Date;P;EP;Q;P;EP;Q;P;ETP;Q
;[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d]
30/06/2005;2,5;3,4;0,06;1,75;4,76;0,06;1,25;6,46;0,06
01/07/2005;1,5;1,4;0,05;1,05;1,96;0,05;0,75;2,66;0,05
02/07/2005;0;4,8;0,06;0;6,72;0,06;0;9,12;0,06
03/07/2005;0,5;3,7;0,08;0,35;5,18;0,08;0,25;7,03;0,08
04/07/2005;0,5;4,9;0,08;0,35;6,86;0,08;0,25;9,31;0,08
05/07/2005;5;1,1;0,05;3,5;1,54;0,05;2,5;2,09;0,05
06/07/2005;0;4,3;0,06;0;6,02;0,06;0;8,17;0,06
07/07/2005;0;3,4;0,03;0;4,76;0,03;0;6,46;0,03
08/07/2005;0;4,1;0,03;0;5,74;0,03;0;7,79;0,03
09/07/2005;0;5,8;0,02;0;8,12;0,02;0;11,02;0,02
10/07/2005;0;5,6;0,03;0;7,84;0,03;0;10,64;0,03
11/07/2005;0;6,6;0,02;0;9,24;0,02;0;12,54;0,02
12/07/2005;0;6,6;0,01;0;9,24;0,01;0;12,54;0,01
13/07/2005;0;6;0,01;0;8,4;0,01;0;11,4;0,01
14/07/2005;0;6,1;0;0;8,54;0;0;11,59;0
15/07/2005;0;5,8;0;0;8,12;0;0;11,02;0
16/07/2005;0;5,9;0;0;8,26;0;0;11,21;0
17/07/2005;0;4,5;0;0;6,3;0;0;8,55;0
18/07/2005;1;3,4;0;0,7;4,76;0;0,5;6,46;0
19/07/2005;0;4,5;0;0;6,3;0;0;8,55;0
20/07/2005;0;4,9;0;0;6,86;0;0;9,31;0
21/07/2005;0;4,7;0;0;6,58;0;0;8,93;0
22/07/2005;2,5;4,7;0;1,75;6,58;0;1,25;8,93;0
23/07/2005;32;1,3;0;22,4;1,82;0;16;2,47;0
24/07/2005;0;4,4;0,03;0;6,16;0,03;0;8,36;0,03
25/07/2005;18,5;3,8;0,13;12,95;5,32;0,13;9,25;7,22;0,13
26/07/2005;23,5;0,8;0;16,45;1,12;0;11,75;1,52;0
27/07/2005;6;2,6;0,26;4,2;3,64;0,26;3;4,94;0,26
28/07/2005;0;2,8;0,05;0;3,92;0,05;0;5,32;0,05
29/07/2005;0;4,4;0,02;0;6,16;0,02;0;8,36;0,02
30/07/2005;0,5;3,2;0,01;0,35;4,48;0,01;0,25;6,08;0,01
31/07/2005;0,5;2,6;0;0,35;3,64;0;0,25;4,94;0
01/08/2005;0;3;0,01;0;4,2;0,01;0;5,7;0,01
02/08/2005;0;4;0;0;5,6;0;0;7,6;0
03/08/2005;0;3,8;0;0;5,32;0;0;7,22;0
04/08/2005;0;4,1;0;0;5,74;0;0;7,79;0
05/08/2005;0,5;1,7;0;0,35;2,38;0;0,25;3,23;0
06/08/2005;0,5;4,3;0;0,35;6,02;0;0,25;8,17;0
07/08/2005;0;3,3;0;0;4,62;0;0;6,27;0
08/08/2005;0;5,1;0;0;7,14;0;0;9,69;0
09/08/2005;0;5;0;0;7;0;0;9,5;0
10/08/2005;0;5,1;0;0;7,14;0;0;9,69;0
11/08/2005;0;4,3;0;0;6,02;0;0;8,17;0
12/08/2005;0;4,1;0;0;5,74;0;0;7,79;0
13/08/2005;1,5;2,2;0;1,05;3,08;0;0,75;4,18;0
14/08/2005;0;4,4;0;0;6,16;0;0;8,36;0
15/08/2005;0;3,4;0;0;4,76;0;0;6,46;0
16/08/2005;0;4,9;0;0;6,86;0;0;9,31;0
17/08/2005;0;4,7;0;0;6,58;0;0;8,93;0
18/08/2005;0;3,7;0;0;5,18;0;0;7,03;0
19/08/2005;0;4,3;0;0;6,02;0;0;8,17;0
20/08/2005;0;3,4;0;0;4,76;0;0;6,46;0
21/08/2005;4;3,9;0;2,8;5,46;0;2;7,41;0
22/08/2005;0;2,2;0;0;3,08;0;0;4,18;0
23/08/2005;0;3,6;0;0;5,04;0;0;6,84;0
24/08/2005;43;1;0;30,1;1,4;0;21,5;1,9;0
25/08/2005;0,5;3,6;0,14;0,35;5,04;0,14;0,25;6,84;0,14
26/08/2005;0;2,9;0,03;0;4,06;0,03;0;5,51;0,03
27/08/2005;1;1,4;0;0,7;1,96;0;0,5;2,66;0
28/08/2005;0;3,5;0;0;4,9;0;0;6,65;0
29/08/2005;0;3,8;0;0;5,32;0;0;7,22;0
30/08/2005;0;4,4;0;0;6,16;0;0;8,36;0
31/08/2005;0;2,1;0;0;2,94;0;0;3,99;0
01/09/2005;0;3,2;0;0;4,48;0;0;6,08;0
02/09/2005;0;3,4;0;0;4,76;0;0;6,46;0
03/09/2005;0;4,1;0;0;5,74;0;0;7,79;0
04/09/2005;0,5;1,5;0;0,35;2,1;0;0,25;2,85;0
05/09/2005;6;2,2;0;4,2;3,08;0;3;4,18;0
06/09/2005;2;2,9;0;1,4;4,06;0;1;5,51;0
07/09/2005;0;3;0;0;4,2;0;0;5,7;0
08/09/2005;0;2,4;0;0;3,36;0;0;4,56;0
09/09/2005;5;1,5;0;3,5;2,1;0;2,5;2,85;0
10/09/2005;0;2,8;0;0;3,92;0;0;5,32;0
11/09/2005;0;3,1;0;0;4,34;0;0;5,89;0
12/09/2005;0;2;0;0;2,8;0;0;3,8;0
13/09/2005;0;1,6;0;0;2,24;0;0;3,04;0
14/09/2005;0;2,6;0;0;3,64;0;0;4,94;0
15/09/2005;1,5;2,1;0;1,05;2,94;0;0,75;3,99;0
16/09/2005;0;2,2;0;0;3,08;0;0;4,18;0
17/09/2005;0;2,5;0;0;3,5;0;0;4,75;0
18/09/2005;0;1,7;0;0;2,38;0;0;3,23;0
19/09/2005;0;1,9;0;0;2,66;0;0;3,61;0
20/09/2005;0;1,7;0;0;2,38;0;0;3,23;0
21/09/2005;0;2,2;0;0;3,08;0;0;4,18;0
22/09/2005;0;2,1;0;0;2,94;0;0;3,99;0
23/09/2005;1,5;1,3;0;1,05;1,82;0;0,75;2,47;0
24/09/2005;7,5;1,5;0;5,25;2,1;0;3,75;2,85;0
25/09/2005;0;1,8;0;0;2,52;0;0;3,42;0
26/09/2005;5,5;1,4;0;3,85;1,96;0;2,75;2,66;0
27/09/2005;0,5;1,9;0;0,35;2,66;0;0,25;3,61;0
28/09/2005;5;1,1;0;3,5;1,54;0;2,5;2,09;0
29/09/2005;0;2;0;0;2,8;0;0;3,8;0
30/09/2005;4,5;0,5;0;3,15;0,7;0;2,25;0,95;0
01/10/2005;0,5;1,7;0;0,35;2,38;0;0,25;3,23;0
02/10/2005;0;1,9;0;0;2,66;0;0;3,61;0
03/10/2005;0;1,2;0;0;1,68;0;0;2,28;0
04/10/2005;0,5;1,5;0;0,35;2,1;0;0,25;2,85;0
05/10/2005;0;0,8;0;0;1,12;0;0;1,52;0
06/10/2005;0;0,9;0;0;1,26;0;0;1,71;0
07/10/2005;0;1,4;0;0;1,96;0;0;2,66;0
08/10/2005;0;1;0;0;1,4;0;0;1,9;0
09/10/2005;0;1,3;0;0;1,82;0;0;2,47;0
10/10/2005;0,5;0,8;0;0,35;1,12;0;0,25;1,52;0
11/10/2005;4,5;0,5;0;3,15;0,7;0;2,25;0,95;0
12/10/2005;6;0,8;0;4,2;1,12;0;3;1,52;0
13/10/2005;0;1;0;0;1,4;0;0;1,9;0
14/10/2005;0;1,7;0;0;2,38;0;0;3,23;0
15/10/2005;0,5;1;0;0,35;1,4;0;0,25;1,9;0
16/10/2005;0;0,9;0;0;1,26;0;0;1,71;0
17/10/2005;2,5;1;0;1,75;1,4;0;1,25;1,9;0
18/10/2005;3,5;0,8;0;2,45;1,12;0;1,75;1,52;0
19/10/2005;4,5;0,9;0;3,15;1,26;0;2,25;1,71;0
20/10/2005;3,5;0,6;0;2,45;0,84;0;1,75;1,14;0
21/10/2005;9;1,1;0;6,3;1,54;0;4,5;2,09;0
22/10/2005;1,5;0,8;0;1,05;1,12;0;0,75;1,52;0
23/10/2005;2,5;0,6;0;1,75;0,84;0;1,25;1,14;0
24/10/2005;17;0,5;0;11,9;0,7;0;8,5;0,95;0
25/10/2005;3,5;0,9;0;2,45;1,26;0;1,75;1,71;0
26/10/2005;2;1;0;1,4;1,4;0;1;1,9;0
27/10/2005;4,5;1,3;0;3,15;1,82;0;2,25;2,47;0
28/10/2005;0;1;0;0;1,4;0;0;1,9;0
29/10/2005;10;0,6;0;7;0,84;0;5;1,14;0
30/10/2005;8,5;0,8;0;5,95;1,12;0;4,25;1,52;0
31/10/2005;6;0,8;0;4,2;1,12;0;3;1,52;0
01/11/2005;40;0,4;0;28;0,56;0;20;0,76;0
02/11/2005;7,5;0;0,13;5,25;0;0,13;3,75;0;0,13
03/11/2005;4,5;1;0,11;3,15;1,4;0,11;2,25;1,9;0,11
04/11/2005;2,5;0,5;0,01;1,75;0,7;0,01;1,25;0,95;0,01
05/11/2005;0;0,2;0;0;0,28;0;0;0,38;0
06/11/2005;21,5;0,2;0;15,05;0,28;0;10,75;0,38;0
07/11/2005;0,5;0,2;0,14;0,35;0,28;0,14;0,25;0,38;0,14
08/11/2005;13,5;0,8;0,02;9,45;1,12;0,02;6,75;1,52;0,02
09/11/2005;0;0,4;0,05;0;0,56;0,05;0;0,76;0,05
10/11/2005;0;0,1;0,03;0;0,14;0,03;0;0,19;0,03
11/11/2005;5,5;0,5;0;3,85;0,7;0;2,75;0,95;0
12/11/2005;0;0,1;0;0;0,14;0;0;0,19;0
13/11/2005;0;0,2;0,01;0;0,28;0,01;0;0,38;0,01
14/11/2005;0;0,6;0;0;0,84;0;0;1,14;0
15/11/2005;0,5;0;0;0,35;0;0;0,25;0;0
16/11/2005;0,5;0,7;0;0,35;0,98;0;0,25;1,33;0
17/11/2005;1;0,1;0;0,7;0,14;0;0,5;0,19;0
18/11/2005;0;0;0;0;0;0;0;0;0
19/11/2005;0;0,6;0;0;0,84;0;0;1,14;0
20/11/2005;0;0,6;0;0;0,84;0;0;1,14;0
21/11/2005;0;0,4;0;0;0,56;0;0;0,76;0
22/11/2005;0;0,4;0;0;0,56;0;0;0,76;0
23/11/2005;0;0,1;0;0;0,14;0;0;0,19;0
24/11/2005;4,5;0;0;3,15;0;0;2,25;0;0
25/11/2005;5,5;0,4;0;3,85;0,56;0;2,75;0,76;0
26/11/2005;0,5;0;0;0,35;0;0;0,25;0;0
27/11/2005;0;0;0;0;0;0;0;0;0
28/11/2005;1;0;0;0,7;0;0;0,5;0;0
29/11/2005;3,5;0;0;2,45;0;0;1,75;0;0
30/11/2005;6;0;0;4,2;0;0;3;0;0
01/12/2005;30;0;0;21;0;0;15;0;0
02/12/2005;7,5;0,6;0,33;5,25;0,84;0,33;3,75;1,14;0,33
03/12/2005;8,5;0,3;0,56;5,95;0,42;0,56;4,25;0,57;0,56
04/12/2005;5;0,4;0,33;3,5;0,56;0,33;2,5;0,76;0,33
05/12/2005;2;0;0,75;1,4;0;0,75;1;0;0,75
06/12/2005;1;0;0,36;0,7;0;0,36;0,5;0;0,36
07/12/2005;6,5;0;0,33;4,55;0;0,33;3,25;0;0,33
08/12/2005;0;0,4;0,41;0;0,56;0,41;0;0,76;0,41
09/12/2005;0;0;0,28;0;0;0,28;0;0;0,28
10/12/2005;0;0;0,05;0;0;0,05;0;0;0,05
11/12/2005;0;0;0,05;0;0;0,05;0;0;0,05
12/12/2005;0;0,1;0,07;0;0,14;0,07;0;0,19;0,07
13/12/2005;0;0,4;0,08;0;0,56;0,08;0;0,76;0,08
14/12/2005;0;0,3;0,09;0;0,42;0,09;0;0,57;0,09
15/12/2005;0;0,1;0,08;0;0,14;0,08;0;0,19;0,08
16/12/2005;0;0,3;0,05;0;0,42;0,05;0;0,57;0,05
17/12/2005;0;0,2;0,05;0;0,28;0,05;0;0,38;0,05
18/12/2005;2;0,1;0,06;1,4;0,14;0,06;1;0,19;0,06
19/12/2005;0,5;0,1;0,06;0,35;0,14;0,06;0,25;0,19;0,06
20/12/2005;0;0;0,09;0;0;0,09;0;0;0,09
21/12/2005;0;0;0,06;0;0;0,06;0;0;0,06
22/12/2005;0,5;0;0,07;0,35;0;0,07;0,25;0;0,07
23/12/2005;0;0;0,08;0;0;0,08;0;0;0,08
24/12/2005;0,5;0;0,08;0,35;0;0,08;0,25;0;0,08
25/12/2005;0;0;0,08;0;0;0,08;0;0;0,08
26/12/2005;0;0;0,08;0;0;0,08;0;0;0,08
27/12/2005;0;0;0,08;0;0;0,08;0;0;0,08
28/12/2005;0;0;0,08;0;0;0,08;0;0;0,08
29/12/2005;16,5;0;0,07;11,55;0;0,07;8,25;0;0,07
30/12/2005;10,5;0;0,12;7,35;0;0,12;5,25;0;0,12
31/12/2005;8;0,3;0,37;5,6;0,42;0,37;4;0,57;0,37
01/01/2006;0,5;0,2;0,18;0,35;0,28;0,18;0,25;0,38;0,18
02/01/2006;0;0,2;0,23;0;0,28;0,23;0;0,38;0,23
03/01/2006;1;0;0,21;0,7;0;0,21;0,5;0;0,21
04/01/2006;0,5;0,2;0,23;0,35;0,28;0,23;0,25;0,38;0,23
05/01/2006;0;0,1;0,28;0;0,14;0,28;0;0,19;0,28
06/01/2006;0;0;0,19;0;0;0,19;0;0;0,19
07/01/2006;0;0;0,1;0;0;0,1;0;0;0,1
08/01/2006;2;0;0,14;1,4;0;0,14;1;0;0,14
09/01/2006;4;0;0,1;2,8;0;0,1;2;0;0,1
10/01/2006;0;0;0,09;0;0;0,09;0;0;0,09
11/01/2006;4;0,4;0,09;2,8;0,56;0,09;2;0,76;0,09
12/01/2006;0;0;0,12;0;0;0,12;0;0;0,12
13/01/2006;1;0;0,11;0,7;0;0,11;0,5;0;0,11
14/01/2006;0;0,1;0,18;0;0,14;0,18;0;0,19;0,18
15/01/2006;3;0;0,24;2,1;0;0,24;1,5;0;0,24
16/01/2006;9;0;0,33;6,3;0;0,33;4,5;0;0,33
17/01/2006;3,5;0,2;0,15;2,45;0,28;0,15;1,75;0,38;0,15
18/01/2006;0;0,2;0,22;0;0,28;0,22;0;0,38;0,22
19/01/2006;0;0,2;0,11;0;0,28;0,11;0;0,38;0,11
20/01/2006;1,5;0,2;0,1;1,05;0,28;0,1;0,75;0,38;0,1
21/01/2006;0;0;0,1;0;0;0,1;0;0;0,1
22/01/2006;0;0;0,1;0;0;0,1;0;0;0,1
23/01/2006;0;0;0,09;0;0;0,09;0;0;0,09
24/01/2006;0;0;0,08;0;0;0,08;0;0;0,08
25/01/2006;0;0;0,08;0;0;0,08;0;0;0,08
26/01/2006;0;0,1;0,07;0;0,14;0,07;0;0,19;0,07
27/01/2006;1,5;0,3;0,07;1,05;0,42;0,07;0,75;0,57;0,07
28/01/2006;5;0,2;0,08;3,5;0,28;0,08;2,5;0,38;0,08
29/01/2006;0;0,3;0,09;0;0,42;0,09;0;0,57;0,09
30/01/2006;0;0,6;0,1;0;0,84;0,1;0;1,14;0,1
31/01/2006;0;0;0,08;0;0;0,08;0;0;0,08
01/02/2006;0;0;0,08;0;0;0,08;0;0;0,08
02/02/2006;0;0,2;0,08;0;0,28;0,08;0;0,38;0,08
03/02/2006;0;0,5;0,08;0;0,7;0,08;0;0,95;0,08
04/02/2006;0;0,4;0,08;0;0,56;0,08;0;0,76;0,08
05/02/2006;0;0,2;0,08;0;0,28;0,08;0;0,38;0,08
06/02/2006;0;0,2;0,08;0;0,28;0,08;0;0,38;0,08
07/02/2006;0;0,2;0,08;0;0,28;0,08;0;0,38;0,08
08/02/2006;0;0,7;0,08;0;0,98;0,08;0;1,33;0,08
09/02/2006;0;0,4;0,08;0;0,56;0,08;0;0,76;0,08
10/02/2006;0;0,2;0,08;0;0,28;0,08;0;0,38;0,08
11/02/2006;0;0,4;0,08;0;0,56;0,08;0;0,76;0,08
12/02/2006;0;0,3;0,07;0;0,42;0,07;0;0,57;0,07
13/02/2006;0,5;0,4;0,08;0,35;0,56;0,08;0,25;0,76;0,08
14/02/2006;16,5;0,5;0,08;11,55;0,7;0,08;8,25;0,95;0,08
15/02/2006;17,5;0,4;0,12;12,25;0,56;0,12;8,75;0,76;0,12
16/02/2006;6;0,6;0,42;4,2;0,84;0,42;3;1,14;0,42
17/02/2006;9,5;1,1;0,26;6,65;1,54;0,26;4,75;2,09;0,26
18/02/2006;15;0,7;0,22;10,5;0,98;0,22;7,5;1,33;0,22
19/02/2006;11,5;0,3;0,38;8,05;0,42;0,38;5,75;0,57;0,38
20/02/2006;0,5;0,7;0,75;0,35;0,98;0,75;0,25;1,33;0,75
21/02/2006;0;1;0,37;0;1,4;0,37;0;1,9;0,37
22/02/2006;0;0,3;0,36;0;0,42;0,36;0;0,57;0,36
23/02/2006;3;0,6;0,19;2,1;0,84;0,19;1,5;1,14;0,19
24/02/2006;19;0,6;0,19;13,3;0,84;0,19;9,5;1,14;0,19
25/02/2006;0;0,6;0,6;0;0,84;0,6;0;1,14;0,6
26/02/2006;0;1,3;0,34;0;1,82;0,34;0;2,47;0,34
27/02/2006;0;0,9;0,33;0;1,26;0,33;0;1,71;0,33
28/02/2006;0,5;1,3;0,28;0,35;1,82;0,28;0,25;2,47;0,28
01/03/2006;1,5;0,7;0,27;1,05;0,98;0,27;0,75;1,33;0,27
02/03/2006;21,5;0,5;0,28;15,05;0,7;0,28;10,75;0,95;0,28
03/03/2006;8,5;1,2;0,61;5,95;1,68;0,61;4,25;2,28;0,61
04/03/2006;5,5;0,7;0,58;3,85;0,98;0,58;2,75;1,33;0,58
05/03/2006;1;1;1,03;0,7;1,4;1,03;0,5;1,9;1,03
06/03/2006;3;1,2;0,76;2,1;1,68;0,76;1,5;2,28;0,76
07/03/2006;9,5;0;0,79;6,65;0;0,79;4,75;0;0,79
08/03/2006;2,5;1,1;1,1;1,75;1,54;1,1;1,25;2,09;1,1
09/03/2006;9,5;1,6;0,86;6,65;2,24;0,86;4,75;3,04;0,86
10/03/2006;1,5;0,9;0,57;1,05;1,26;0,57;0,75;1,71;0,57
11/03/2006;0,5;1,1;0,69;0,35;1,54;0,69;0,25;2,09;0,69
12/03/2006;0;0,2;0,56;0;0,28;0,56;0;0,38;0,56
13/03/2006;0;1,5;0,55;0;2,1;0,55;0;2,85;0,55
14/03/2006;0;1,3;0,53;0;1,82;0,53;0;2,47;0,53
15/03/2006;0;1,4;0,52;0;1,96;0,52;0;2,66;0,52
16/03/2006;0;2;0,52;0;2,8;0,52;0;3,8;0,52
17/03/2006;0;2,1;0,51;0;2,94;0,51;0;3,99;0,51
18/03/2006;0;2,1;0,49;0;2,94;0,49;0;3,99;0,49
19/03/2006;1;2,1;0,48;0,7;2,94;0,48;0,5;3,99;0,48
20/03/2006;2;1,9;0,5;1,4;2,66;0,5;1;3,61;0,5
21/03/2006;0,5;0,5;0,52;0,35;0,7;0,52;0,25;0,95;0,52
22/03/2006;0;0,9;0,53;0;1,26;0,53;0;1,71;0,53
23/03/2006;25,5;0,5;0,52;17,85;0,7;0,52;12,75;0,95;0,52
24/03/2006;4;1,1;1,13;2,8;1,54;1,13;2;2,09;1,13
25/03/2006;23,5;0,2;0,78;16,45;0,28;0,78;11,75;0,38;0,78
26/03/2006;13;1;1,53;9,1;1,4;1,53;6,5;1,9;1,53
27/03/2006;1,5;2,3;1,77;1,05;3,22;1,77;0,75;4,37;1,77
28/03/2006;3;2;1,19;2,1;2,8;1,19;1,5;3,8;1,19
29/03/2006;15;0,7;1,01;10,5;0,98;1,01;7,5;1,33;1,01
30/03/2006;8,5;0,6;1,14;5,95;0,84;1,14;4,25;1,14;1,14
31/03/2006;1;1,4;1,31;0,7;1,96;1,31;0,5;2,66;1,31
01/04/2006;5;2,2;1,02;3,5;3,08;1,02;2,5;4,18;1,02
02/04/2006;0;2,5;0,98;0;3,5;0,98;0;4,75;0,98
03/04/2006;0;2,6;1,02;0;3,64;1,02;0;4,94;1,02
04/04/2006;0;2,2;0,92;0;3,08;0,92;0;4,18;0,92
05/04/2006;0;2,6;0,9;0;3,64;0,9;0;4,94;0,9
06/04/2006;0;2,6;0,88;0;3,64;0,88;0;4,94;0,88
07/04/2006;0;2,4;0,85;0;3,36;0,85;0;4,56;0,85
08/04/2006;0;1,7;0,84;0;2,38;0,84;0;3,23;0,84
09/04/2006;0,5;2,3;0,82;0,35;3,22;0,82;0,25;4,37;0,82
10/04/2006;0;2,4;0,8;0;3,36;0,8;0;4,56;0,8
11/04/2006;3;1,5;0,78;2,1;2,1;0,78;1,5;2,85;0,78
12/04/2006;0;2,3;0,79;0;3,22;0,79;0;4,37;0,79
13/04/2006;0,5;1,6;0,76;0,35;2,24;0,76;0,25;3,04;0,76
14/04/2006;1;1,7;0,8;0,7;2,38;0,8;0,5;3,23;0,8
15/04/2006;14;1,2;0,87;9,8;1,68;0,87;7;2,28;0,87
16/04/2006;0;1,5;1,17;0;2,1;1,17;0;2,85;1,17
17/04/2006;0;2,1;0,96;0;2,94;0,96;0;3,99;0,96
18/04/2006;0;1,8;0,9;0;2,52;0,9;0;3,42;0,9
19/04/2006;0;1,5;0,87;0;2,1;0,87;0;2,85;0,87
20/04/2006;16,5;2,1;0,85;11,55;2,94;0,85;8,25;3,99;0,85
21/04/2006;0;3,2;0,83;0;4,48;0,83;0;6,08;0,83
22/04/2006;0;3,9;1,07;0;5,46;1,07;0;7,41;1,07
23/04/2006;7;1;0,78;4,9;1,4;0,78;3,5;1,9;0,78
24/04/2006;0;1,6;0,79;0;2,24;0,79;0;3,04;0,79
25/04/2006;0;1,1;0,77;0;1,54;0,77;0;2,09;0,77
26/04/2006;4;1,5;0,7;2,8;2,1;0,7;2;2,85;0,7
27/04/2006;0;2,9;0,69;0;4,06;0,69;0;5,51;0,69
28/04/2006;0;3,7;0,7;0;5,18;0,7;0;7,03;0,7
29/04/2006;0;3,3;0,64;0;4,62;0,64;0;6,27;0,64
30/04/2006;2,5;1,3;0,61;1,75;1,82;0,61;1,25;2,47;0,61
01/05/2006;2,5;2,5;0,59;1,75;3,5;0,59;1,25;4,75;0,59
02/05/2006;0;1,7;0,63;0;2,38;0,63;0;3,23;0,63
03/05/2006;0;3,8;0,59;0;5,32;0,59;0;7,22;0,59
04/05/2006;0;2,1;0,54;0;2,94;0,54;0;3,99;0,54
05/05/2006;0,5;3,6;0,52;0,35;5,04;0,52;0,25;6,84;0,52
06/05/2006;0;3,2;0,5;0;4,48;0,5;0;6,08;0,5
07/05/2006;3,5;1,8;0,48;2,45;2,52;0,48;1,75;3,42;0,48
08/05/2006;1;2,4;0,49;0,7;3,36;0,49;0,5;4,56;0,49
09/05/2006;0;3;0,49;0;4,2;0,49;0;5,7;0,49
10/05/2006;0;2,6;0,45;0;3,64;0,45;0;4,94;0,45
11/05/2006;0;3,8;0,41;0;5,32;0,41;0;7,22;0,41
12/05/2006;0;4,2;0,39;0;5,88;0,39;0;7,98;0,39
13/05/2006;0;3,4;0,38;0;4,76;0,38;0;6,46;0,38
14/05/2006;0;3;0,37;0;4,2;0,37;0;5,7;0,37
15/05/2006;3;1,3;0,36;2,1;1,82;0,36;1,5;2,47;0,36
16/05/2006;0,5;2,5;0,36;0,35;3,5;0,36;0,25;4,75;0,36
17/05/2006;0,5;1,9;0,36;0,35;2,66;0,36;0,25;3,61;0,36
18/05/2006;4,5;2,6;0,35;3,15;3,64;0,35;2,25;4,94;0,35
19/05/2006;23;2;0,36;16,1;2,8;0,36;11,5;3,8;0,36
20/05/2006;2,5;3,7;0,54;1,75;5,18;0,54;1,25;7,03;0,54
21/05/2006;13;2,8;0,49;9,1;3,92;0,49;6,5;5,32;0,49
22/05/2006;2;2,7;0,47;1,4;3,78;0,47;1;5,13;0,47
23/05/2006;0,5;3,6;0,48;0,35;5,04;0,48;0,25;6,84;0,48
24/05/2006;8,5;3,1;0,37;5,95;4,34;0,37;4,25;5,89;0,37
25/05/2006;0,5;1,5;0,36;0,35;2,1;0,36;0,25;2,85;0,36
26/05/2006;0;2,6;0,41;0;3,64;0,41;0;4,94;0,41
27/05/2006;0;3,1;0,35;0;4,34;0,35;0;5,89;0,35
28/05/2006;0;2,2;0,31;0;3,08;0,31;0;4,18;0,31
29/05/2006;0;4,7;0,31;0;6,58;0,31;0;8,93;0,31
30/05/2006;0;4,2;0,31;0;5,88;0,31;0;7,98;0,31
31/05/2006;0;3,9;0,29;0;5,46;0,29;0;7,41;0,29
01/06/2006;0;4,3;0,28;0;6,02;0,28;0;8,17;0,28
02/06/2006;0,5;5,1;0,27;0,35;7,14;0,27;0,25;9,69;0,27
03/06/2006;0,5;5,3;0,26;0,35;7,42;0,26;0,25;10,07;0,26
04/06/2006;0,5;5,1;0,31;0,35;7,14;0,31;0,25;9,69;0,31
05/06/2006;0,5;5,3;0,3;0,35;7,42;0,3;0,25;10,07;0,3
06/06/2006;0;4,9;0,25;0;6,86;0,25;0;9,31;0,25
07/06/2006;0;5,8;0,21;0;8,12;0,21;0;11,02;0,21
08/06/2006;0;6,6;0,21;0;9,24;0,21;0;12,54;0,21
09/06/2006;0;6,7;0,21;0;9,38;0,21;0;12,73;0,21
10/06/2006;0,5;4,1;0,19;0,35;5,74;0,19;0,25;7,79;0,19
11/06/2006;0;3,4;0,19;0;4,76;0,19;0;6,46;0,19
12/06/2006;3,5;4,2;0,18;2,45;5,88;0,18;1,75;7,98;0,18
13/06/2006;0,5;4;0,19;0,35;5,6;0,19;0,25;7,6;0,19
14/06/2006;0;5,2;0,19;0;7,28;0,19;0;9,88;0,19
15/06/2006;0;5,6;0,17;0;7,84;0,17;0;10,64;0,17
16/06/2006;0;6,3;0,16;0;8,82;0,16;0;11,97;0,16
17/06/2006;0;5,3;0,15;0;7,42;0,15;0;10,07;0,15
18/06/2006;0;5,3;0,26;0;7,42;0,26;0;10,07;0,26
19/06/2006;0;2,5;0,36;0;3,5;0,36;0;4,75;0,36
20/06/2006;1;2,6;0,25;0,7;3,64;0,25;0,5;4,94;0,25
21/06/2006;0;3;0,15;0;4,2;0,15;0;5,7;0,15
22/06/2006;0;4,7;0,15;0;6,58;0,15;0;8,93;0,15
23/06/2006;0;3,8;0,13;0;5,32;0,13;0;7,22;0,13
24/06/2006;0;5,1;0,12;0;7,14;0,12;0;9,69;0,12
25/06/2006;0,5;4,4;0,11;0,35;6,16;0,11;0,25;8,36;0,11
26/06/2006;0,5;4,9;0,1;0,35;6,86;0,1;0,25;9,31;0,1
27/06/2006;0;4,1;0,1;0;5,74;0,1;0;7,79;0,1
28/06/2006;0;5,1;0,11;0;7,14;0,11;0;9,69;0,11
29/06/2006;0;5,5;0,1;0;7,7;0,1;0;10,45;0,1
30/06/2006;0;5,6;0,07;0;7,84;0,07;0;10,64;0,07
01/07/2006;0,5;5,4;0,07;0,35;7,56;0,07;0,25;10,26;0,07
02/07/2006;8;4,1;0,11;5,6;5,74;0,11;4;7,79;0,11
03/07/2006;0;4,9;0,1;0;6,86;0,1;0;9,31;0,1
04/07/2006;0;3,7;0,12;0;5,18;0,12;0;7,03;0,12
05/07/2006;18;2,1;0,08;12,6;2,94;0,08;9;3,99;0,08
06/07/2006;0;3,6;0,15;0;5,04;0,15;0;6,84;0,15
07/07/2006;1;1,8;0,1;0,7;2,52;0,1;0,5;3,42;0,1
08/07/2006;6;3,9;0,09;4,2;5,46;0,09;3;7,41;0,09
09/07/2006;0,5;3,7;0,07;0,35;5,18;0,07;0,25;7,03;0,07
10/07/2006;0;2,9;0,11;0;4,06;0,11;0;5,51;0,11
11/07/2006;0;5,4;0,07;0;7,56;0,07;0;10,26;0,07
12/07/2006;0;4,3;0,06;0;6,02;0,06;0;8,17;0,06
13/07/2006;0;4,2;0,07;0;5,88;0,07;0;7,98;0,07
14/07/2006;0;6;0,08;0;8,4;0,08;0;11,4;0,08
15/07/2006;0;6,3;0,07;0;8,82;0,07;0;11,97;0,07
