Weetbach, Germany, pre-deforestation;;;;Weetbach, Germany, post-deforestation;;;
Date;P;EP;Q;Date;P;EP;Q
;[mm/d];[mm/d];[mm/d];;[mm/d];[mm/d];[mm/d]
01/07/2011;0,00;2,98;0,32;01/01/2016;0,52;0,31;2,09
02/07/2011;0,00;2,13;0,29;02/01/2016;2,37;0,20;1,98
03/07/2011;0,00;4,02;0,25;03/01/2016;7,57;0,22;1,87
04/07/2011;0,00;2,73;0,23;04/01/2016;11,98;0,12;2,20
05/07/2011;0,00;4,40;0,21;05/01/2016;1,08;0,20;1,91
06/07/2011;7,82;1,51;0,20;06/01/2016;1,84;0,17;1,74
07/07/2011;0,00;4,40;0,19;07/01/2016;10,86;0,20;1,95
08/07/2011;0,00;4,03;0,17;08/01/2016;0,17;0,40;2,06
09/07/2011;1,57;1,70;0,16;09/01/2016;0,00;0,14;2,10
10/07/2011;1,25;1,69;0,16;10/01/2016;10,75;0,43;2,51
11/07/2011;0,00;3,88;0,16;11/01/2016;19,33;0,18;2,94
12/07/2011;3,27;0,96;0,15;12/01/2016;3,73;0,27;4,18
13/07/2011;4,52;0,00;0,17;13/01/2016;18,41;0,14;6,79
14/07/2011;8,23;0,00;0,20;14/01/2016;8,70;0,19;8,77
15/07/2011;0,00;3,00;0,18;15/01/2016;6,95;0,08;7,99
16/07/2011;12,83;1,23;0,15;16/01/2016;2,47;0,16;6,39
17/07/2011;8,54;0,07;0,36;17/01/2016;0,75;0,21;5,18
18/07/2011;2,11;0,00;0,20;18/01/2016;0,00;0,43;4,24
19/07/2011;0,80;1,57;0,17;19/01/2016;0,00;0,81;3,57
20/07/2011;0,20;2,76;0,16;20/01/2016;0,00;0,21;3,10
21/07/2011;8,75;0,00;1,69;21/01/2016;0,00;0,20;2,72
22/07/2011;0,20;1,18;0,90;22/01/2016;4,57;0,57;2,38
23/07/2011;2,53;0,00;0,55;23/01/2016;0,00;0,18;2,54
24/07/2011;0,00;0,00;0,74;24/01/2016;1,30;0,25;2,56
25/07/2011;0,20;2,88;0,58;25/01/2016;0,00;1,17;2,79
26/07/2011;0,00;2,18;0,43;26/01/2016;0,00;0,31;2,98
27/07/2011;0,00;1,31;0,48;27/01/2016;3,42;0,70;3,09
28/07/2011;0,00;1,54;0,47;28/01/2016;7,57;0,44;3,22
29/07/2011;0,00;1,63;0,42;29/01/2016;1,30;0,27;2,86
30/07/2011;1,57;0,00;0,38;30/01/2016;26,85;0,21;4,22
31/07/2011;0,00;0,38;0,36;31/01/2016;10,96;0,25;6,35
01/08/2011;0,00;3,47;0,32;01/02/2016;3,94;0,43;7,95
02/08/2011;0,00;5,04;0,27;02/02/2016;14,54;0,34;8,83
03/08/2011;0,00;1,52;0,27;03/02/2016;3,42;0,44;9,19
04/08/2011;0,00;3,95;0,27;04/02/2016;11,37;0,20;8,95
05/08/2011;0,00;3,26;0,24;05/02/2016;0,52;0,22;7,90
06/08/2011;5,76;0,00;0,24;06/02/2016;0,00;0,94;7,23
07/08/2011;0,20;2,03;0,24;07/02/2016;3,31;0,80;6,38
08/08/2011;0,00;1,70;0,28;08/02/2016;16,48;0,82;6,41
09/08/2011;0,00;1,83;0,57;09/02/2016;17,50;0,36;6,91
10/08/2011;0,00;3,41;0,39;10/02/2016;9,32;0,23;8,59
11/08/2011;0,20;3,34;0,26;11/02/2016;0,17;0,38;8,78
12/08/2011;0,00;1,71;0,27;12/02/2016;0,00;0,34;7,97
13/08/2011;0,00;2,00;0,27;13/02/2016;5,19;0,18;7,10
14/08/2011;24,92;0,00;0,80;14/02/2016;2,37;0,15;6,19
15/08/2011;0,00;1,66;0,51;15/02/2016;3,42;0,09;5,11
16/08/2011;0,00;2,86;0,35;16/02/2016;0,00;0,77;4,27
17/08/2011;0,00;3,27;0,30;17/02/2016;0,17;0,64;3,96
18/08/2011;18,43;1,64;0,35;18/02/2016;0,00;0,64;3,67
19/08/2011;8,44;0,00;0,62;19/02/2016;1,73;0,63;3,26
20/08/2011;0,00;3,38;0,42;20/02/2016;31,21;0,32;3,92
21/08/2011;1,46;1,91;0,33;21/02/2016;6,85;0,43;7,88
22/08/2011;0,20;2,85;0,30;22/02/2016;15,05;0,35;10,06
23/08/2011;0,00;3,52;0,28;23/02/2016;8,19;0,35;10,86
24/08/2011;0,20;2,23;0,27;24/02/2016;1,08;0,90;10,62
25/08/2011;22,00;0,00;0,29;25/02/2016;2,26;0,68;9,07
26/08/2011;6,17;0,00;0,43;26/02/2016;0,17;0,44;7,54
27/08/2011;12,43;0,00;0,57;27/02/2016;0,00;1,30;6,20
28/08/2011;0,20;0,98;0,48;28/02/2016;0,00;0,79;5,10
29/08/2011;0,20;1,84;0,36;29/02/2016;0,00;1,26;4,22
30/08/2011;0,00;1,69;0,31;01/03/2016;9,32;0,74;3,64
31/08/2011;0,00;2,62;0,29;02/03/2016;8,91;0,69;3,76
01/09/2011;0,00;3,36;0,27;03/03/2016;8,39;0,36;3,55
02/09/2011;0,00;3,31;0,24;04/03/2016;7,88;0,21;3,52
03/09/2011;0,00;3,95;0,22;05/03/2016;7,67;0,44;3,59
04/09/2011;0,00;1,71;0,25;06/03/2016;17,80;0,27;3,63
05/09/2011;0,00;2,03;0,28;07/03/2016;0,75;0,86;3,59
06/09/2011;0,00;1,84;0,23;08/03/2016;0,00;0,51;3,53
07/09/2011;0,00;1,69;0,52;09/03/2016;0,00;1,26;3,54
08/09/2011;0,00;0,82;0,56;10/03/2016;0,00;1,66;3,37
09/09/2011;0,00;1,25;0,57;11/03/2016;0,00;0,81;3,15
10/09/2011;0,00;3,30;0,49;12/03/2016;0,00;1,64;3,04
11/09/2011;8,13;0,00;0,66;13/03/2016;0,00;1,27;3,03
12/09/2011;0,57;0,30;0,54;14/03/2016;0,00;1,57;3,19
13/09/2011;0,00;1,92;0,38;15/03/2016;0,00;1,06;3,43
14/09/2011;0,00;2,22;0,32;16/03/2016;0,00;1,05;3,49
15/09/2011;0,00;2,33;0,30;17/03/2016;0,00;2,24;3,38
16/09/2011;0,80;1,21;0,29;18/03/2016;0,00;2,30;3,22
17/09/2011;3,69;0,00;0,28;19/03/2016;0,00;0,27;3,05
18/09/2011;10,89;0,00;0,42;20/03/2016;0,86;0,45;2,84
19/09/2011;4,83;0,00;0,60;21/03/2016;3,00;0,61;2,75
20/09/2011;0,33;0,00;0,41;22/03/2016;0,64;0,85;2,63
21/09/2011;0,00;1,02;0,35;23/03/2016;2,16;0,83;2,61
22/09/2011;0,00;1,47;0,31;24/03/2016;0,52;0,63;2,46
23/09/2011;0,00;1,98;0,29;25/03/2016;7,77;0,43;2,45
24/09/2011;0,00;2,62;0,26;26/03/2016;0,00;1,82;2,21
25/09/2011;0,00;2,66;0,25;27/03/2016;4,15;1,70;2,18
26/09/2011;0,00;2,34;0,23;28/03/2016;18,72;0,77;2,55
27/09/2011;0,00;1,54;0,22;29/03/2016;4,26;1,41;3,47
28/09/2011;0,00;2,77;0,21;30/03/2016;7,77;1,50;4,48
29/09/2011;0,00;3,10;0,19;31/03/2016;18,72;0,22;6,06
30/09/2011;0,00;3,30;0,17;01/04/2016;0,52;1,17;11,50
01/10/2011;0,00;2,78;0,16;02/04/2016;0,00;2,19;11,64
02/10/2011;0,00;2,64;0,16;03/04/2016;0,17;2,20;8,86
03/10/2011;0,00;2,92;0,15;04/04/2016;0,00;1,79;6,93
04/10/2011;0,29;0,80;0,15;05/04/2016;7,88;0,69;5,79
05/10/2011;1,41;0,00;0,16;06/04/2016;3,11;1,80;4,69
06/10/2011;6,85;0,00;0,20;07/04/2016;0,41;1,79;3,98
07/10/2011;16,88;0,00;0,32;08/04/2016;1,41;1,47;3,42
08/10/2011;12,80;0,00;0,59;09/04/2016;0,00;2,94;3,00
09/10/2011;5,29;0,00;0,47;10/04/2016;0,00;3,05;2,67
10/10/2011;1,19;0,00;0,44;11/04/2016;1,19;3,85;2,38
11/10/2011;5,81;0,00;0,37;12/04/2016;2,68;2,38;2,27
12/10/2011;14,13;0,00;0,78;13/04/2016;4,57;1,09;2,09
13/10/2011;0,75;0,00;0,87;14/04/2016;1,30;2,48;1,89
14/10/2011;0,00;0,03;0,47;15/04/2016;4,98;2,30;1,88
15/10/2011;0,00;2,07;0,36;16/04/2016;1,41;1,61;1,73
16/10/2011;0,00;1,83;0,32;17/04/2016;0,52;1,68;1,56
17/10/2011;0,00;0,84;0,31;18/04/2016;0,00;2,60;1,38
18/10/2011;2,79;0,00;0,33;19/04/2016;0,00;1,58;1,28
19/10/2011;2,26;0,00;0,32;20/04/2016;0,00;3,64;1,19
20/10/2011;0,41;0,00;0,30;21/04/2016;0,00;4,39;1,14
21/10/2011;0,00;0,20;0,26;22/04/2016;0,97;2,91;1,11
22/10/2011;0,00;1,13;0,24;23/04/2016;5,29;1,01;1,26
23/10/2011;0,00;1,36;0,22;24/04/2016;10,24;0,91;1,18
24/10/2011;0,17;1,04;0,21;25/04/2016;21,57;0,68;1,44
25/10/2011;0,00;1,16;0,19;26/04/2016;7,05;0,89;2,10
26/10/2011;0,00;1,30;0,18;27/04/2016;11,27;0,73;2,42
27/10/2011;0,00;0,95;0,16;28/04/2016;0,97;2,10;3,21
28/10/2011;0,00;1,04;0,15;29/04/2016;5,29;1,77;4,05
29/10/2011;0,00;0,74;0,15;30/04/2016;6,17;0,55;4,37
30/10/2011;0,17;0,45;0,15;01/05/2016;1,14;2,45;4,03
31/10/2011;0,00;0,84;0,15;02/05/2016;0,00;4,26;3,62
01/11/2011;0,64;0,41;0,14;03/05/2016;2,85;2,23;3,44
02/11/2011;0,41;0,29;0,13;04/05/2016;0,00;4,22;2,96
03/11/2011;0,29;0,91;0,13;05/05/2016;0,00;4,82;2,74
04/11/2011;0,17;1,13;0,12;06/05/2016;0,00;5,30;2,50
05/11/2011;0,00;1,02;0,12;07/05/2016;0,00;5,50;2,24
06/11/2011;0,00;0,58;0,11;08/05/2016;0,00;5,90;1,98
07/11/2011;0,29;0,00;0,12;09/05/2016;0,00;4,89;1,76
08/11/2011;0,00;0,42;0,11;10/05/2016;5,56;1,71;1,75
09/11/2011;0,00;1,13;0,11;11/05/2016;0,00;3,95;1,55
10/11/2011;0,00;1,13;0,10;12/05/2016;0,00;2,78;1,40
11/11/2011;0,00;0,20;0,10;13/05/2016;0,00;4,09;1,27
12/11/2011;0,00;0,92;0,09;14/05/2016;0,00;2,02;1,14
13/11/2011;0,00;1,03;0,09;15/05/2016;1,14;1,49;1,05
14/11/2011;0,00;1,12;0,10;16/05/2016;0,46;1,79;0,98
15/11/2011;0,00;1,49;0,11;17/05/2016;0,00;2,30;0,91
16/11/2011;0,00;1,28;0,10;18/05/2016;2,32;2,08;0,87
17/11/2011;0,00;0,24;0,11;19/05/2016;1,25;2,33;0,84
18/11/2011;0,17;0,16;0,11;20/05/2016;0,00;2,16;0,77
19/11/2011;0,00;0,75;0,11;21/05/2016;0,00;3,59;0,71
20/11/2011;0,00;0,71;0,11;22/05/2016;9,77;1,73;0,73
21/11/2011;0,00;0,82;0,10;23/05/2016;17,62;0,95;0,87
22/11/2011;0,00;0,53;0,10;24/05/2016;1,57;1,02;0,95
23/11/2011;0,00;0,18;0,10;25/05/2016;0,00;1,33;0,73
24/11/2011;0,00;0,80;0,10;26/05/2016;0,20;3,08;0,65
25/11/2011;0,64;0,11;0,09;27/05/2016;2,95;3,05;1,27
26/11/2011;0,00;0,22;0,09;28/05/2016;10,49;3,04;0,91
27/11/2011;2,58;0,00;0,10;29/05/2016;1,35;1,59;0,89
28/11/2011;0,00;0,00;0,10;30/05/2016;24,21;0,61;4,79
29/11/2011;2,68;0,00;0,10;31/05/2016;0,00;1,55;8,71
30/11/2011;0,17;0,00;0,11;01/06/2016;18,94;0,77;8,01
01/12/2011;9,01;0,00;0,13;02/06/2016;38,57;2,33;9,03
02/12/2011;9,52;0,00;0,26;03/06/2016;5,35;2,04;13,53
03/12/2011;16,17;0,00;0,67;04/06/2016;0,69;2,38;13,34
04/12/2011;23,19;0,00;1,52;05/06/2016;0,20;4,11;10,65
05/12/2011;16,00;0,00;1,90;06/06/2016;1,03;3,41;7,99
06/12/2011;1,94;0,00;0,72;07/06/2016;21,58;1,70;8,50
07/12/2011;27,00;0,00;1,94;08/06/2016;6,17;2,70;10,96
08/12/2011;15,00;0,00;1,25;09/06/2016;0,00;5,07;9,94
09/12/2011;23,00;0,00;2,57;10/06/2016;0,00;5,07;7,64
10/12/2011;0,00;0,00;1,83;11/06/2016;5,97;2,02;6,02
11/12/2011;0,17;0,00;1,83;12/06/2016;6,38;2,44;4,80
12/12/2011;23,00;0,00;2,29;13/06/2016;14,67;2,15;4,32
13/12/2011;21,00;0,00;2,37;14/06/2016;5,24;2,52;3,65
14/12/2011;18,82;0,00;3,59;15/06/2016;3,69;2,17;4,54
15/12/2011;7,77;0,00;3,52;16/06/2016;7,31;2,28;4,36
16/12/2011;54,00;0,00;8,46;17/06/2016;14,16;1,82;6,38
17/12/2011;4,36;0,00;8,62;18/06/2016;4,21;2,07;5,98
18/12/2011;3,63;0,00;7,73;19/06/2016;2,85;2,71;6,02
19/12/2011;2,37;0,00;6,59;20/06/2016;15,28;2,56;5,96
20/12/2011;30,00;0,00;6,66;21/06/2016;1,14;1,88;5,37
21/12/2011;2,26;0,00;6,83;22/06/2016;0,00;2,41;4,65
22/12/2011;9,93;0,00;9,78;23/06/2016;0,00;6,53;4,08
23/12/2011;5,40;0,00;12,94;24/06/2016;1,79;2,58;3,98
24/12/2011;25,00;0,00;17,00;25/06/2016;17,11;0,84;4,91
25/12/2011;13,00;0,00;15,79;26/06/2016;0,00;2,71;3,68
26/12/2011;1,30;0,00;14,32;27/06/2016;6,28;1,53;3,63
27/12/2011;0,00;0,00;12,92;28/06/2016;1,14;3,40;3,31
28/12/2011;11,00;0,00;11,42;29/06/2016;1,35;4,15;2,98
29/12/2011;21,00;0,00;10,30;30/06/2016;6,07;2,06;2,89
30/12/2011;5,61;0,00;9,93;01/07/2016;6,07;1,77;2,80
31/12/2011;11,88;0,00;10,02;02/07/2016;6,79;2,74;2,96
01/01/2012;15,97;0,00;11,92;03/07/2016;0,57;2,55;2,50
02/01/2012;18,51;0,00;14,95;04/07/2016;0,80;2,36;2,33
03/01/2012;15,15;0,00;14,68;05/07/2016;1,25;2,18;2,17
04/01/2012;6,33;0,00;12,44;06/07/2016;0,00;3,86;1,95
05/01/2012;34,05;0,00;19,24;07/07/2016;0,00;4,91;1,75
06/01/2012;9,21;0,00;20,13;08/07/2016;0,00;3,42;1,62
07/01/2012;14,54;0,00;19,25;09/07/2016;0,00;4,38;1,46
08/01/2012;7,16;0,00;17,30;10/07/2016;0,00;5,53;1,29
09/01/2012;4,36;0,00;14,54;11/07/2016;0,00;3,05;1,21
10/01/2012;0,00;0,00;11,88;12/07/2016;2,74;2,71;1,39
11/01/2012;0,00;0,00;9,78;13/07/2016;9,77;1,90;1,47
12/01/2012;4,26;0,00;8,47;14/07/2016;11,92;1,98;1,54
13/01/2012;0,86;0,00;7,33;15/07/2016;0,00;2,61;1,25
14/01/2012;0,00;0,00;6,40;16/07/2016;0,00;2,19;1,08
15/01/2012;0,00;0,00;5,71;17/07/2016;0,00;2,75;0,98
16/01/2012;0,00;0,00;5,09;18/07/2016;0,00;4,18;0,85
17/01/2012;0,00;0,49;4,61;19/07/2016;0,00;6,58;0,74
18/01/2012;4,46;0,00;4,24;20/07/2016;0,00;7,12;0,65
19/01/2012;51,00;0,00;7,97;21/07/2016;0,91;3,01;5,47
20/01/2012;10,24;0,00;7,61;22/07/2016;13,85;2,45;4,82
21/01/2012;20,25;0,00;11,04;23/07/2016;17,62;1,55;5,55
22/01/2012;3,73;0,00;12,06;24/07/2016;0,00;3,78;4,69
23/01/2012;8,49;0,00;11,19;25/07/2016;0,00;2,91;4,31
24/01/2012;1,08;0,00;9,51;26/07/2016;0,57;1,62;4,53
25/01/2012;0,00;0,00;8,16;27/07/2016;0,00;3,44;3,63
26/01/2012;2,37;0,00;7,23;28/07/2016;11,41;1,98;3,79
27/01/2012;0,00;0,00;6,32;29/07/2016;12,12;2,48;3,82
28/01/2012;0,00;0,00;5,64;30/07/2016;0,00;3,11;3,13
29/01/2012;0,00;0,00;5,10;31/07/2016;1,25;2,36;2,97
30/01/2012;5,19;0,00;4,67;01/08/2016;0,20;3,21;2,77
31/01/2012;0,41;0,00;4,27;02/08/2016;31,90;1,16;4,71
01/02/2012;0,00;0,00;3,78;03/08/2016;19,55;0,94;5,71
02/02/2012;0,00;0,00;3,34;04/08/2016;0,80;1,51;5,10
03/02/2012;0,00;0,00;2,98;05/08/2016;3,79;2,47;5,06
04/02/2012;0,00;0,00;2,49;06/08/2016;0,00;3,62;4,56
05/02/2012;0,00;0,70;2,04;07/08/2016;0,00;4,75;4,03
06/02/2012;0,00;0,76;1,66;08/08/2016;0,33;1,60;3,76
07/02/2012;0,52;0,00;1,41;09/08/2016;0,80;2,10;3,42
08/02/2012;0,00;0,42;1,27;10/08/2016;4,00;1,55;3,18
09/02/2012;0,29;0,01;1,29;11/08/2016;7,92;1,86;3,17
10/02/2012;0,00;0,59;1,34;12/08/2016;0,33;2,20;3,00
11/02/2012;0,00;0,55;1,16;13/08/2016;0,00;4,67;2,54
12/02/2012;0,00;0,78;1,06;14/08/2016;0,00;2,80;2,34
13/02/2012;2,05;0,00;1,04;15/08/2016;0,00;4,09;2,16
14/02/2012;9,11;0,00;1,10;16/08/2016;0,00;4,25;1,99
15/02/2012;7,16;0,00;1,34;17/08/2016;0,00;4,81;1,80
16/02/2012;2,26;0,00;1,28;18/08/2016;1,89;1,94;1,77
17/02/2012;0,86;0,00;1,51;19/08/2016;0,57;2,70;1,67
18/02/2012;7,67;0,00;1,87;20/08/2016;0,57;2,48;1,52
19/02/2012;8,19;0,00;1,93;21/08/2016;4,10;1,48;1,56
20/02/2012;0,00;0,00;1,19;22/08/2016;1,25;2,46;1,39
21/02/2012;0,00;0,00;1,10;23/08/2016;0,00;5,00;1,19
22/02/2012;0,00;0,77;1,09;24/08/2016;0,00;6,38;1,02
23/02/2012;3,73;0,00;1,39;25/08/2016;0,00;6,04;0,91
24/02/2012;1,30;0,00;1,89;26/08/2016;0,00;4,80;0,83
25/02/2012;0,86;0,00;1,98;27/08/2016;3,27;5,51;0,75
26/02/2012;17,00;0,00;1,82;28/08/2016;0,00;4,53;0,69
27/02/2012;0,00;0,00;1,99;29/08/2016;2,42;1,25;0,77
28/02/2012;0,41;0,00;2,30;30/08/2016;0,20;3,80;0,70
29/02/2012;0,00;0,00;2,51;31/08/2016;0,00;3,79;0,61
01/03/2012;0,00;0,77;2,57;01/09/2016;0,00;3,06;0,57
02/03/2012;0,00;0,55;2,62;02/09/2016;0,00;3,32;0,53
03/03/2012;0,17;0,30;2,67;03/09/2016;0,00;3,37;0,50
04/03/2012;14,00;0,00;2,85;04/09/2016;10,69;1,53;0,94
05/03/2012;2,89;0,00;2,97;05/09/2016;0,00;2,14;0,73
06/03/2012;1,51;0,00;2,73;06/09/2016;0,00;3,88;0,55
07/03/2012;13,21;0,00;2,69;07/09/2016;0,00;4,04;0,48
08/03/2012;0,17;0,00;3,09;08/09/2016;0,00;4,01;0,43
09/03/2012;0,00;0,00;2,79;09/09/2016;0,00;3,81;0,39
10/03/2012;2,05;0,00;2,78;10/09/2016;0,00;3,88;0,35
11/03/2012;0,86;0,00;2,75;11/09/2016;0,00;2,65;0,34
12/03/2012;0,00;0,00;2,68;12/09/2016;0,00;4,71;0,31
13/03/2012;0,00;0,00;2,66;13/09/2016;0,00;5,18;0,28
14/03/2012;0,00;1,28;2,59;14/09/2016;0,00;5,15;0,25
15/03/2012;0,00;3,52;2,45;15/09/2016;0,00;3,27;0,24
16/03/2012;0,00;3,77;2,31;16/09/2016;0,00;1,59;0,23
17/03/2012;0,00;1,89;2,22;17/09/2016;0,91;1,62;0,24
18/03/2012;4,26;0,00;2,23;18/09/2016;0,46;0,50;0,27
19/03/2012;0,00;0,00;2,07;19/09/2016;0,00;1,03;0,25
20/03/2012;0,00;2,03;1,92;20/09/2016;0,46;0,74;0,25
21/03/2012;0,00;2,61;1,81;21/09/2016;0,00;2,56;0,22
22/03/2012;0,00;3,29;1,68;22/09/2016;0,00;2,19;0,22
23/03/2012;0,00;2,95;1,56;23/09/2016;0,00;1,91;0,62
24/03/2012;0,00;2,81;1,45;24/09/2016;0,00;3,11;0,60
25/03/2012;0,00;2,93;1,35;25/09/2016;0,00;3,02;0,61
26/03/2012;0,00;3,26;1,22;26/09/2016;0,00;2,37;0,60
27/03/2012;0,00;2,88;1,13;27/09/2016;0,00;2,82;0,57
28/03/2012;0,00;3,12;1,06;28/09/2016;0,00;2,14;0,58
29/03/2012;0,00;1,99;1,00;29/09/2016;0,91;2,13;0,57
30/03/2012;0,97;0,00;1,01;30/09/2016;0,64;1,44;0,56
31/03/2012;0,64;0,00;1,05;01/10/2016;3,63;1,06;0,69
01/04/2012;0,00;1,66;0,98;02/10/2016;5,71;0,72;0,70
02/04/2012;0,00;2,27;0,89;03/10/2016;4,26;0,48;0,74
03/04/2012;0,86;2,09;0,80;04/10/2016;0,00;0,44;0,82
04/04/2012;0,00;0,78;0,80;05/10/2016;0,00;1,48;0,92
05/04/2012;0,00;0,41;0,76;06/10/2016;0,17;0,48;0,90
06/04/2012;0,00;2,21;0,71;07/10/2016;0,64;0,42;0,94
07/04/2012;2,47;0,00;0,69;08/10/2016;0,75;0,75;0,97
08/04/2012;0,17;0,22;0,64;09/10/2016;0,00;0,93;0,91
09/04/2012;17,09;0,00;0,90;10/10/2016;2,47;0,48;0,74
10/04/2012;6,43;0,00;1,13;11/10/2016;0,00;1,39;0,41
11/04/2012;0,17;0,07;0,95;12/10/2016;0,64;0,33;0,20
12/04/2012;2,68;0,00;0,73;13/10/2016;0,00;1,09;0,19
13/04/2012;0,00;0,02;0,66;14/10/2016;1,51;0,66;0,19
14/04/2012;0,00;1,34;0,68;15/10/2016;2,89;0,88;0,20
15/04/2012;2,37;0,00;0,78;16/10/2016;0,00;1,87;0,18
16/04/2012;0,00;0,00;0,60;17/10/2016;0,00;0,63;0,17
17/04/2012;3,52;0,00;0,53;18/10/2016;4,98;0,69;0,20
18/04/2012;2,58;0,00;0,55;19/10/2016;11,78;0,26;0,61
19/04/2012;7,36;0,00;0,62;20/10/2016;16,78;0,22;1,34
20/04/2012;0,75;0,02;0,55;21/10/2016;2,37;0,36;0,88
21/04/2012;10,24;0,00;0,79;22/10/2016;1,51;0,35;0,78
22/04/2012;7,77;0,00;0,81;23/10/2016;0,75;0,63;0,56
23/04/2012;1,73;0,00;0,67;24/10/2016;9,11;0,24;0,78
24/04/2012;5,09;0,00;0,87;25/10/2016;0,41;0,41;0,84
25/04/2012;9,01;0,00;0,89;26/10/2016;0,00;0,86;0,57
26/04/2012;7,16;0,00;1,71;27/10/2016;0,00;0,53;0,48
27/04/2012;7,47;0,00;1,07;28/10/2016;0,75;0,47;0,44
28/04/2012;0,52;2,98;1,70;29/10/2016;0,17;0,55;0,41
29/04/2012;0,00;2,92;1,19;30/10/2016;0,00;1,26;0,35
30/04/2012;0,00;3,12;1,11;31/10/2016;0,00;1,11;0,31
01/05/2012;0,57;2,57;1,09;01/11/2016;0,29;1,04;0,28
02/05/2012;9,26;0,00;1,26;02/11/2016;6,23;0,25;0,36
03/05/2012;0,00;0,00;1,26;03/11/2016;0,00;0,61;0,32
04/05/2012;14,36;0,14;1,10;04/11/2016;0,64;0,54;0,28
05/05/2012;9,05;0,00;1,85;05/11/2016;1,73;0,29;0,27
06/05/2012;8,03;0,00;1,85;06/11/2016;1,08;0,26;0,25
07/05/2012;0,00;0,00;1,50;07/11/2016;3,11;0,18;0,31
08/05/2012;0,20;3,01;1,29;08/11/2016;2,47;0,30;0,34
09/05/2012;4,10;0,00;2,05;09/11/2016;12,90;0,12;0,32
10/05/2012;0,20;2,69;2,21;10/11/2016;8,49;0,18;0,82
11/05/2012;2,53;0,00;1,87;11/11/2016;5,19;0,05;1,53
12/05/2012;0,00;1,14;1,90;12/11/2016;0,00;0,14;0,86
13/05/2012;0,00;3,26;1,84;13/11/2016;1,73;0,22;0,75
14/05/2012;0,00;4,23;1,73;14/11/2016;0,41;0,35;0,71
15/05/2012;9,05;0,00;1,75;15/11/2016;4,88;0,15;0,77
16/05/2012;3,06;0,00;1,91;16/11/2016;18,21;0,22;2,01
17/05/2012;0,00;3,32;1,61;17/11/2016;10,75;0,30;2,02
18/05/2012;1,89;0,19;1,49;18/11/2016;12,60;0,36;3,50
19/05/2012;0,00;2,96;1,39;19/11/2016;0,41;0,36;2,68
20/05/2012;22,79;0,00;1,53;20/11/2016;4,15;0,45;2,53
21/05/2012;0,33;1,91;1,55;21/11/2016;5,71;0,34;2,65
22/05/2012;0,00;4,27;1,27;22/11/2016;0,52;0,47;2,37
23/05/2012;0,00;4,15;1,11;23/11/2016;0,29;0,60;2,06
24/05/2012;0,00;4,93;1,00;24/11/2016;0,00;0,44;1,92
25/05/2012;0,00;5,67;0,90;25/11/2016;0,00;0,14;1,78
26/05/2012;0,00;5,78;0,82;26/11/2016;0,00;0,14;1,65
27/05/2012;0,00;4,37;0,75;27/11/2016;0,29;0,10;1,52
28/05/2012;0,00;5,64;0,73;28/11/2016;0,00;0,29;1,37
29/05/2012;4,41;2,11;1,08;29/11/2016;0,00;0,62;1,17
30/05/2012;0,00;3,78;1,19;30/11/2016;0,00;0,94;1,08
31/05/2012;5,56;0,00;0,87;01/12/2016;0,41;0,05;1,11
01/06/2012;1,35;0,99;0,85;02/12/2016;5,29;0,04;1,30
02/06/2012;0,20;2,35;0,75;03/12/2016;0,00;0,29;1,13
03/06/2012;9,56;0,00;0,86;04/12/2016;0,00;0,84;0,93
04/06/2012;9,15;0,00;1,17;05/12/2016;0,00;0,63;0,74
05/06/2012;0,00;2,76;1,11;06/12/2016;0,00;0,69;0,57
06/06/2012;11,61;0,00;1,34;07/12/2016;0,00;0,77;0,61
07/06/2012;0,57;1,34;1,02;08/12/2016;0,00;0,99;0,62
08/06/2012;10,08;0,81;0,86;09/12/2016;0,75;0,53;0,66
09/06/2012;0,00;2,81;0,75;10/12/2016;0,00;0,54;0,63
10/06/2012;0,00;2,50;0,65;11/12/2016;3,21;0,16;0,74
11/06/2012;13,24;0,00;0,87;12/12/2016;1,19;0,21;0,65
12/06/2012;0,91;0,74;0,91;13/12/2016;2,58;0,10;0,69
13/06/2012;4,41;0,00;1,30;14/12/2016;0,00;0,38;0,63
14/06/2012;0,57;0,00;1,04;15/12/2016;0,00;0,06;0,55
15/06/2012;6,90;0,00;1,00;16/12/2016;0,17;0,34;0,52
16/06/2012;5,87;0,00;1,30;17/12/2016;1,84;0,21;0,54
17/06/2012;0,00;3,38;1,13;18/12/2016;0,17;0,05;0,52
18/06/2012;0,46;2,53;0,93;19/12/2016;0,00;0,15;0,49
19/06/2012;1,79;0,00;0,93;20/12/2016;0,00;0,64;0,43
20/06/2012;6,90;0,00;1,42;21/12/2016;0,00;0,25;0,41
21/06/2012;10,79;0,55;1,36;22/12/2016;5,19;0,04;0,67
22/06/2012;0,00;3,53;1,38;23/12/2016;0,00;0,19;0,59
23/06/2012;0,00;3,60;1,05;24/12/2016;4,88;0,28;0,84
24/06/2012;15,38;0,00;1,49;25/12/2016;1,84;0,11;0,70
25/06/2012;0,91;0,06;1,60;26/12/2016;5,71;0,18;1,02
26/06/2012;0,00;3,72;1,25;27/12/2016;0,00;0,12;0,73
27/06/2012;1,03;1,03;1,19;28/12/2016;0,00;0,11;0,61
28/06/2012;2,95;2,72;1,12;29/12/2016;0,00;0,61;0,51
29/06/2012;5,56;0,00;1,45;30/12/2016;0,00;1,12;0,46
